<id>	<title>	<RealName>	<CurrentAlias>	<Affiliation>	<Relatives>	<Universe>	<Gender>	<Height>	<Weight>	<Eyes>	<Hair>	<Citizenship>	<Quotation>
1112	Charles Benton (Earth-616)	[[Charles Benton]]	[[Asmodeus]]	{{M|Sons of Satannish (Earth-616)|Sons of Satannish}} (leader)	NA	Earth-616	Male	NA	NA	NA	Gray	American	NA	
1113	Astra (Imperial Guard) (Earth-616)	NA	Astra	{{M|Imperial Guard (Earth-616)|Imperial Guard}}	NA	Earth-616	Female	5'10&quot;	140 lbs 	White	Red	Shi'ar Empire	NA	
1114	Astra (Mutant) (Earth-616)	NA	Astra	formerly [[Max Eisenhardt (Joseph) (Earth-616)|Joseph]], {{M|Brotherhood of Evil Mutants (Earth-616)|Brotherhood of Evil Mutants}}	NA	Earth-616	Female	NA	NA	Blue	Black	NA	NA	
1115	Vance Astro (Earth-691)	Vance Astro	Major Victory	 {{m|Guardians of the Galaxy (Earth-691)|Guardians of the Galaxy}} (Earth-691); formerly {{m|Guardians of the Galaxy (Earth-616)|Guardians of the Galaxy}} (Earth-616), {{m|Avengers (Earth-616)|Avengers}}, {{m|Defenders (Earth-616)|Defenders}}	NA	Earth-691	Male	6'1&quot;	235 lbs	Hazel	Black	American	My name... M-my name is... I a-am &lt;b&gt;Vance Astrovik&lt;/b&gt;. I am &lt;b&gt;Major Victory&lt;/b&gt; of the &lt;b&gt;G-guardians of the galaxy&lt;/b&gt;. Please, can s-somebody tell me &lt;b&gt;when&lt;/b&gt; I am?	
1116	Seginn Gallio (Earth-616)	Seginn Gallio	Astronomer	{{M|Elders of the Universe (Earth-616)|Elders of the Universe}}	NA	Earth-616	Male	6'4	NA	White	Light brown	NA	I saw at once that [[In-Betweener (Earth-616)|he]] was our '''surest''' method of traversing the black hole -- and I enjoy having the '''scope of mind''' to develop the plan which has just played itself '''out!'''	
1117	Erik Josten (Earth-616)	[[Erik Josten|Erik Stephan Josten]]	[[Atlas]]	formerly {{M|Army of Evil (Earth-616)|Army of Evil}}, {{M|Masters of Evil}}, {{M|Thunderbolts}}, {{M|Revengers}}, {{M|Defenders (Initiative) (Earth-616)|Defenders}} ([[New Jersey]] {{m|50-State Initiative|Initiative}} team), {{m|Maggia}}, [[Eric Williams (Earth-616)|Grim Reaper]]'s {{m|Lethal Legion (Grim Reaper) (Earth-616)|Lethal Legion}}, [[Mandarin (Earth-616)|Mandarin]]'s Minions, {{M|Emissaries of Evil (Egghead) (Earth-616)|Emissaries of Evil}}; former partner of [[Dallas Riordan (Earth-616)|Citizen V (Dallas Riordan)]] and [[Jacques Duquesne (Earth-616)|Swordsman]], [[Luchino Nefaria (Earth-616)|Count Nefaria]]'s {{m|Lethal Legion (Count Nefaria) (Earth-616)|Lethal Legion}}, {{m|United States Army (Earth-616)|US Army}}	[[Jonathan Josten (Earth-616)|Jonathan Josten]] (father, deceased);{{r|Thunderbolts: From the Marvel Vault #1}}&lt;br&gt;	Earth-616	Male	6'0&quot;	225 lbs	Brown	Red	American	I'm not Power Man anymore. I'm Goliath. And where Goliath walks -- he walks alone!	
1118	Ronald English (Earth-616)	Ronald English	Atom Smasher 	{{M|Cross Technological Enterprises}}	[[Michael English (Earth-616)|Michael English]] (brother)	Earth-616	Male	6' 1&quot;	175 lbs	Red	Bald	American	NA	
1119	Michael English (Earth-616)	Michael English	Atom Smasher 	Former leader of his own gang	[[Ronald English (Earth-616)|Ronald English (Atom Smasher)]] (brother, deceased)	Earth-616	Male	6' 0&quot;	180 lbs	Unrevealed	Unrevealed	American	NA	
1120	Attuma (Earth-616)	Attuma 	NA	Attuma's Barbarian Horde; {{m|Skarka Tribe|Skarka Warrior Tribe}} formerly {{M|Worthy}}, ally of [[Byrrah (Earth-616)|Byrrah]], [[Krang (Earth-616)|Krang]], [[Ikthon (Earth-616)|Ikthon]], [[Lemuel Dorcas (Earth-616)|Dr. Dorcas]], [[Todd Arliss (Earth-616)|Tiger Shark]], [[Tyrak (Earth-616)|Tyrak]], [[Ivan Kragoff (Earth-616)|Red Ghost]], [[Ghaur (Earth-616)|Ghaur]] 	Unnamed mother (deceased);&lt;br&gt;[[Andromeda Attumasen (Earth-616)|Andromeda]] (daughter);&lt;br&gt;[[Gelva (Earth-616)|The Lady Gelva]] (wife){{r|Fear Itself: Fellowship of Fear #1|; Nerkkod: Breaker of Oceans; formerly Attuma}}	Earth-616	Male	6'8&quot;	410 lbs 	Brown 	Black 	Atlantean	Death to [[Namor McKenzie (Earth-616)|Sub-Mariner]]!! Only Attuma will wear the crown of [[Atlantis]]!!	
1122	Jeanne-Marie Beaubier (Earth-616)	[[Jeanne-Marie Beaubier]] 	[[Aurora]]	{{M|Alpha Flight}}, {{m|National Aeronautics and Space Administration (Earth-616)|NASA}},{{r|Mighty Captain Marvel Vol 1 2}} {{m|Royal Canadian Mounted Police (Earth-616)|RCMP}}{{r|Alpha Flight Vol 1 1}}; formerly {{M|Alpha Flight (Space Program) (Earth-616)|Alpha Flight Space Program}}, {{M|Weapon X}}, ally of the [[Alexander Summers (Earth-616)|Havok]]'s {{M|Brotherhood (Havok) (Earth-616)|Brotherhood}}, {{m|Headbangers (Earth-616)}}, {{M|Children of the Vault}}, {{M|X-Men}} (interim member)	NA	Earth-616	Female	5'11&quot;	140 lbs	Blue 	Black 	Canadian	| Quotation              = My &lt;b&gt;name&lt;/b&gt; is &lt;b&gt;Jeanne-Marie Beaubier&lt;/b&gt;. Aurora...is a &lt;b&gt;sickness&lt;/b&gt;. A &lt;b&gt;symptom&lt;/b&gt; of childhood &lt;b&gt;trauma&lt;/b&gt;, which I demand be &lt;b&gt;excised&lt;/b&gt;. I'll tell you the location of Alpha Flight's base. As soon as you turn on your &lt;b&gt;machines&lt;/b&gt; and burn every last vestige of &lt;b&gt;her&lt;/b&gt; out of my soul.	
1123	Autolycus (Sark) (Earth-616)	Autolycus	NA	{{M|Universal Church of Truth}} ({{M|Black Knights (Universal Church of Truth)|Black Knights}})	NA	Earth-616	Male	NA	NA	NA	Black	Sark	NA	
1124	Dominikos Petrakis (Earth-616)	Dominikos Ioannis Petrakis	Avalanche	{{M|Brotherhood of Evil Mutants}}; Formerly {{M|X-Corps}}, [[Project Wideawake (Earth-616)|Project: Wideawake]], {{M|Freedom Force}}, {{M|Villains for Hire}} 	Helen Petrakis (wife);&lt;br&gt;	Earth-616	Male	5'11&quot;	195 lbs	Brown	Brown	American	Sorry about the mess, he says. @#$%in' X-Men.	
1125	Azur (Earth-616)	[[Azur]]	NA	{{m|House of Agon|Inhuman Royal Family}}	[[Kobar (Earth-616)|Kobar]] (father);&lt;br&gt;	Earth-616	Female	NA	NA	Brown	Brown	[[Inhumans (Inhomo supremis)|Inhuman]], [[Attilan]]	NA	
1127	Balder Odinson (Earth-616)	Balder Odinson	NA	[[Asgardians]]; {{m|Council of Godheads}}; formerly [[Lost Gods (Earth-616)|Lost Gods]]	[[Buri (Asgardian) (Earth-616)|Buri (Tiwaz)]] (paternal great-grandfather);&lt;br&gt;	Earth-616	Male	6'4&quot;	320 lbs	Blue	Brown	Asgardian	| Quotation                = '''For ASGAAAARD!''' Fall ye back ---- before the blade of Balder!	
1128	Angelo Baldini (Earth-616)	Angelo Baldini	Baldini	{{m|Exiles (Earth-616)|Exiles (Criminal Group)}}	NA	Earth-616	Male	NA	NA	NA	NA	Italian	NA	
1129	Balor (Earth-616)	[[Balor]]	NA	[[Fomorians]]	[[Category:Balor Family]][[Cethlann (Earth-616)|Cethlann]] (wife);[[Category:Cethlann Family]]{{r|Avengers #225}}&lt;br&gt;	Earth-616	Male	66' 5&quot;	NA	Blue	Red	Fomor	NA	
1130	Elizabeth Ross (Earth-616)	[[Betty Ross|Elizabeth &quot;Betty&quot; Ross Talbot Banner]]	NA	{{m|Brotherhood of the Shield (Earth-616)|Ancient Order of the Shield}}; formerly {{M|Defenders (Earth-616)|Defenders}}, the {{M|Mighty (Earth-616)|Mighty}}, {{m|Incredible Hulks (Earth-616)|Incredible Hulks}}, {{M|Home Base (Earth-616)|Home Base}}, pawn of [[George Tarleton (Earth-616)|M.O.D.O.K.]]	NA	Earth-616	Female	5'6&quot;	110 lbs	Blue	Brown	American	[[Thaddeus Ross (Earth-616)|Dad]] told me to forget [[Bruce Banner (Earth-616)|Bruce Banner]]! But I could as soon forget my heart... or my soul!	
1131	Sean Cassidy (Earth-616)	Sean Cassidy	[[Banshee]]	Formerly {{m|Horsemen of Apocalypse (Earth-616)|Horsemen of Death}}, {{M|X-Corps (Earth-616)|X-Corps}}, {{M|Generation X (Earth-616)|Generation X}}, {{M|New York City Police Department (Earth-616)|NYPD}}, {{M|Muir Island X-Men (Earth-616)|Muir Island X-Men}}, {{M|X-Men (Earth-616)|X-Men}}, {{M|Factor Three (Earth-616)|Factor Three}}, {{M|International Criminal Police Organization (Earth-616)|Interpol}}	NA	Earth-616	Male	6'0&quot;	170 lbs	Green	Strawberry Blond	Irish	Saints preserve me... l-l-lad, ye're a... mutant?!	
1132	Bantam (Earth-1191)	NA	Bantam	ally of [[Trevor Fitzroy]]	NA	Earth-1191	Male	NA	NA	Black	None	NA	NA	
1133	Baphomet (Earth-616)	Baphomet	NA	NA	NA	Earth-616	Male	NA	NA	Red	Grey	Hell	NA	
1134	Barbarus (Earth-616)	NA	Barbarus	{{m|Savage Land Mutates}}, formerly {{m|Swamp Men (Earth-616)|Swamp Men}}	NA	Earth-616	Male	6'2&quot;	235 lbs	Brown	Brown	Savage Lander	NA	
1135	John Falsworth (Earth-616)	[[John Falsworth]]	[[Baron Blood]]	{{m|Hydra (Earth-616)|Hydra}}, {{m|Army of Evil (Earth-616)|Army of Evil}}; formerly Überkommando, {{m|Super-Axis (Earth-616)|Super-Axis}}, {{m|ICON (1950s) (Earth-616)|ICON}} , {{m|Legion of the Unliving (Earth-616)|Legion of the Unliving}}, {{m|Latverian School of Science (Earth-616)|Latverian School of Science}}	[[William Falsworth (Earth-616)|William, Lord Falsworth]] (father, deceased), [[James Montgomery Falsworth (Earth-616)|James Montgomery Falsworth]] (Union Jack, brother, deceased), Jane, Lady Falsworth (sister-in-law, deceased), [[Brian Falsworth (Earth-616)|Brian Falsworth]] (Union Jack, nephew, deceased), [[Jacqueline Falsworth (Earth-616)|Jacqueline Falsworth Crichton]] (Spitfire, niece), [[Cedric Crichton (Earth-616)|Cedric, Lord Crichton]] (nephew-in-law, deceased), [[Kenneth Crichton (Earth-616)|Kenneth Crichton]] (Baron Blood, grandnephew, deceased), [[John Crichton (Earth-616)|John Crichton]] (great-grandnephew), [[Katherine Ainsley-Jones (Earth-616)|Katherine Ainsley-Jones]] (distant cousin, deceased)	Earth-616	Male	5'10&quot;	140 lbs	Blue	Black	British	[[Steven Rogers (Earth-616)|You]] ally yourself with amateurs you Yankee fool!	
1136	Walther Theodoric (Earth-616)	Walther Theodoric	Baron Brimstone	{{M|Satan Squad (Earth-616)|Satan Squad}} Ally of [[William Baker (Earth-616)|Sandman]]	NA	Earth-616	Male	NA	NA	Blue 	Red	American	NA	
1137	Baron Macabre (Earth-616)	NA	Baron Macabre	{{m|White Gorilla Cult}}	NA	Earth-616	Male	NA	NA	Red	No Hair	Wakandan	...and a voice comes from the lipless mouth, a voice '''mocking '''with the chill of '''death!''' '''Instinctively,''' the [[T'Challa (Earth-616)| Panther]] knows! This is the voice of '''Baron Macabre!'''	
1138	Karl Mordo (Earth-616)	Karl Amadeus Mordo	Baron Mordo	Servant of [[Dormammu (Earth-616)|Dormammu]]; Formerly {{m|Legion Accursed (Earth-616)|Legion Accursed}}, {{M|Offenders (Earth-616)|Offenders}} (unwilling and unknowing)	NA	Earth-616	Male	6'0	250 lbs	Brown	Black	Transylvanian	Only [[Yao (Earth-616)|one man]] knows more secrets of black magic than I do! And he is the one who taught me years ago --- he is the master!! But the time has come for me to wrest those secrets from him! For it is I, Baron Mordo, who must be the most powerful magician of all!	
1139	Baron Samedi (A.I.M.) (Earth-616)	NA	Baron Samedi	{{m|Advanced Idea Mechanics (Earth-616)|A.I.M.}}	NA	Earth-616	Male	NA	NA	NA	White	NA	NA	
1140	Wolfgang von Strucker (Earth-616)	Wolfgang von Strucker	[[Baron von Strucker]]	Formerly {{m|Merovech Investment Group}}, {{m|THEM}}, {{m|Zodiac (Great Wheel) (Earth-616)|Great Wheel of Zodiac}}, {{m|Blitzkrieg Squad}}, {{m|Hydra}}'s {{m|High Council of Hydra (Earth-616)|High Council}}, {{m|Thule Society}}, {{m|Schutzstaffel}}'s {{m|Death's Head Squadron (Nazi) (Earth-616)|Death's Head Squadron}},{{r|Sgt Fury and his Howling Commandos #5}} {{m|National Socialist German Workers Party (Earth-616)|Nazi Germany}}	[[Elsbeth von Strucker (Earth-616)|Elsbeth von Strucker]] (wife, deceased);&lt;br&gt;	Earth-616	Male	6' 2&quot;	225 lbs	Blue	Bald	German	I am Baron Strucker, the one who is about to reduce you to a helpless whining shell of a man! Are you ready??	
1141	Heinrich Zemo (Earth-616)	[[Heinrich Zemo]]	[[Baron Zemo]]	Formerly {{m|Legion of the Unliving}}, {{m|Masters of Evil}} (founder), {{m|National Socialist German Workers Party (Earth-616)|Nazi Germany}}, {{m|Hydra}}'s {{m|High Council of Hydra (Earth-616)|High Council}}{{r|Captain America: Steve Rogers #8}}	NA	Earth-616	Male	5'9&quot;	180 lbs	Blue	Grey	German	| Quotation           = I've waited decades for this...	
1142	Helmut Zemo (Earth-616)	[[Helmut J. Zemo]]	[[Baron Zemo]]	[[Hydra (Earth-616)|Hydra]], {{M|Masters of Evil}}; formerly {{m|Hydra (Earth-616)|Hydra}}'s {{m|High Council of Hydra (Earth-616)|High Council}}, leader of {{M|Thunderbolts}}, {{M|Army of Evil (Earth-616)|Army of Evil}}, former ally of [[Johann Shmidt (Earth-616)|Red Skull]], [[Sinthea Shmidt (Earth-616)|Mother Superior]], former partner of [[Primus (Android) (Earth-616)|Primus]], former {{M|Secret Empire}} financier, {{M|V-Battalion}}, {{M|Redeemers}}	[[Harbin Zemo (Earth-616)|Harbin Zemo]] (distant ancestor, deceased);&lt;br&gt;	Earth-616	Male	5'10&quot;	183 lbs	Blue	Blond	German	Though it has the '''appearance''' of granite, justice is a '''pliable''' dough. Morality, shifting concept, bending to the will of the '''conqueror'''. It is the perspective of the victor that '''forms''' history, and '''defines''' the future. So long as you win, you claim the moral high ground--'''No matter''' the '''means''' you used to claim it. The Christians knew this when they launched their '''crusades'''. Napoleon and Alexander dreamed of a world united and understood the '''bloodshed''' it demanded. And the Americans knew this when they dropped their '''a-bombs'''. You and your progeny will know only opulence, wealth, and comfort, [[Lucas (Inhuman) (Earth-616)|Lucas]]. You will not only save the world--'''You will be its king.''' The brave young man who brought an end to '''our''' crusade--And a beginning to the '''Age of [[Hydra (Earth-616)|Hydra]]'''!	
1143	Barrage (Earth-616)	Barrage	NA	{{M|Dark Riders (Earth-616)|Dark Riders}}, formerly {{m|House of Agon|Inhuman Royal Family}} (lesser member){{r|All-New Official Handbook of the Marvel Universe #3}}	NA	Earth-616	Male	NA	NA	White	Purple 	Attilan	NA	
1145	Basilisk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1146	Georges Batroc (Earth-616)	Georges Batroc	Batroc the Leaper	{{M|Batroc's Brigade}}, formerly {{m|Mercenary Organization Dedicated Only to Killing|M.O.D.O.K.}}, {{M|50-State Initiative|Initiative}}, {{M|Masters of Evil}} (membership revoked), {{m|Defenders (Villains)|Defenders}}, [[Wilson Fisk (Earth-616)|Kingpin]] (mercenary basis; Batroc was fired), {{M|French Army}} ({{M|French Foreign Legion|Foreign Legion}}), {{M|Legion Accursed}}, {{M|Hydra}}, {{m|Klaw's Team}}, {{m|THEM}}, {{m|Lethal Legion (Porcupine)|Lethal Legion}}	[[René Duquesne (Earth-616)|Jean-Luc Batroc]] (possible ancestor);&lt;br&gt;	Earth-616	Male	6'0&quot;	225 lbs 	Brown	Black	French	... Let's see what your power is against a master of '''LA SAVATE!'''	
1147	Battering Ram (Earth-616)	Unrevealed	Battering Ram	{{M|X-Statix (Earth-616)|X-Force}}	NA	Earth-616	Male	| Height                  =	| Weight                  =	White	No Hair	American	NA	
1148	Lemar Hoskins (Earth-616)	[[Lemar Hoskins]]	[[Battlestar]]	Formerly {{M|United States Army|U.S. Army}}, {{m|Underground (Secret Empire) (Earth-616)|Underground}}, {{M|Unlimited Class Wrestling Federation}}, {{m|Alternate Reality Monitoring and Operational Response Agency (Earth-616)|A.R.M.O.R}}, {{m|Ducky Dozen}}, {{m|Wild Pack}}, {{M|Bold Urban Commandos (Earth-616)|Bold Urban Commandos}}, {{M|Commission on Superhuman Activities}}, {{m|Secret Avengers (Civil War) (Earth-616)}}, {{M|Anti-Registration Underground}}, partner of [[John Walker (Earth-616)|Captain America (John Walker)]]	Leon Hoskins (brother)	Earth-616	Male	6'6&quot;	285 lbs	Brown	Black	American	NA	
1149	Barnell Bohusk (Earth-616)	Barnell Bohusk	[[Beak]]	formerly  {{M|X-Men}} (Xavier Institute student body), {{M|Teen Brigade}}, {{M|New Warriors}}, [[Exiles (Panoptichron)|Exiles]], {{M|Brotherhood of Evil Mutants}}, {{M|Special Class}} 	NA	Earth-616	Male	6'2&quot;	220 lbs	Blue	Blond	American	I'm not strong, I'm not smart, I do not shoot death-rays. About the only thing I'm good at... is making friends.	
1150	Beast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1151	William Nowlan (Earth-616)	William Nowlan{{r|Marvel Atlas Vol 1 2}}	Bedlam	{{M|Derangers (Earth-616)|Derangers}}	NA	Earth-616	Male	NA	NA	NA	Black	Canadian	NA	
1152	Buford Wilson (Earth-616)	Buford Wilson	Beef	{{M|Hellions}}	NA	Earth-616	Male	6' 6&quot;	250 lbs	Blue	Blond	American	NA	
1154	Behemoth (Atlantean Beast) (Earth-616)	NA	Behemoth	NA	NA	Earth-616	NA	NA	NA	Black	Red	Atlantean	NA	
1155	Belasco (Earth-616)	[[Belasco]]	NA	[[Demons]] of Limbo; formerly [[S'ym]], [[Magik]], [[N'Astirh]], {{m|Hell Lords}}, {{m|Lords of the Splinter Realms}}	[[Ananym (Earth-616)|Witchfire/Ananym]] (Alleged daughter)	Earth-616	Male	6'4&quot;	250 lbs	Black	Brown	Florentine Republic 	NA	
1156	Belathauzer (Earth-616)	Belathauzer	NA	Formerly [[Lucifer (Earth-616)|Lucifer]]'s rebellion, {{M|United States Air Force|US Air Force}} (air base commander){{r|Defenders #59}}	NA	Earth-616	Male	15'0&quot;	5400 lbs	Red	None	NA	You have done your work well, [[Agents of Fortune (Earth-616)|mortals]]! Belathauzer walks among you again -- to rule!	
1158	Narda Ravanna (Earth-616)	Narda Ravanna	Belladonna	Former co-owner of Vaughn-Pope Cosmetics	[[Desiree Vaughn-Pope (Earth-616)|Desiree Vaughn-Pope]] (sister)	Earth-616	Female	5'5&quot;	120 lbs	Blue	Brown	American	NA	
1160	Ben Reilly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1161	Ben Urich (Earth-616)	Ben Urich	NA	{{M|Daily Bugle (Front Line) (Earth-616)|Daily Bugle (formerly Front Line)}}, partner of [[Roger Gocking (Earth-616)|Porcupine]]; former partner of [[Jessica Drew (Earth-616)|Spider-Woman]], {{M|Daily Bugle (The DB!) (Earth-616)|Daily Bugle}}	NA	Earth-616	Male	5'9&quot;	140 lbs	Brown	Brown	American	My name is Ben Urich. I'm a reporter. I used to be a husband. A father figure. Now... all I am is a reporter.	
1162	Bereet (Earth-616)	Bereet	NA	NA	NA	Earth-616	Female	5'8&quot;	67 lbs	Red	None	Krylorian	NA	
1163	Beta Ray Bill (Earth-616)	Beta Ray Bill	NA	Ally of [[Thor Odinson (Earth-616)|Thor]], {{m|Annihilators (Earth-616)|Annihilators}}; formerly [[Omega Flight (Heroes) (Earth-616)|Omega Flight]], ally of the [[Asgardians]], {{M|Thor Corps}}, {{M|Star Masters}}	NA	Earth-616	Male	6' 7&quot;	480 lbs	White	None	Korbinite	I may not be a native son of the realm eternal, but the power in my hammer comes from [[Odin Borson (Earth-616)|Odin]] himself. So Beta Ray Bill fights for [[Asgard]]! On this day and all the tomorrows!	
1165	Bethany Cabe (Earth-616)	Bethany Camilla Cabe van Tilburg	NA	{{m|Stark Unlimited}}; formerly {{m|Resilient}}, {{m|Stark Industries}}, {{m|Iron Legion}}, Cabe &amp; McPherson Security Specialists	[[Alexander van Tilburg (Earth-616)|Alexander van Tilburg]] (husband, deceased)	Earth-616	Female	5' 7&quot;	125 lbs	Green	Red	American	NA	
1166	Fabian Marechal-Julbin (Earth-616)	Fabian Marechal-Julbin	Bevatron 	{{M|Hellions}}	NA	Earth-616	Male	5' 8&quot;	150 lbs	Blue	Brown	French,American	NA	
1167	Beyonder (Earth-616)	NA	Beyonder	NA	NA	Earth-616	Agender 	Variable	Variable	Variable	Variable	NA	I pretend nothing! I am SUPREME!! In my native realm I WAS the universe!	
1168	Bi-Beast (Earth-616)	NA	Bi-Beast	NA	NA	Earth-616	Male	20'0&quot;	1000 lbs	Black	No Hair	Aerie	NA	
1169	Bi-Beast (Duplicate) (Earth-616)	Bi-Beast	NA	Formerly {{m|Masters of Evil (Earth-616)|Masters of Evil}}; {{m|Sinister Six (Earth-616)|Sinister Sixteen}}	The [[Bird People]] (creators),&lt;br&gt;	Earth-616	Male	7'6&quot;	360 lbs	Black	No Hair	NA	NA	
1173	Bird-Brain (Earth-616)	Bird-Brain	NA	{{m|Ani-Mates}} (Lot E), formerly {{m|New Mutants}}	[[Ani-Mator (Earth-616)|Ani-Mator]] (creator)	Earth-616	Male	6'0	125 lbs.	Red	None	Paradise	NA	
1174	Henry Hawk (Earth-616)	Henry Hawk	Bird-Man	{{M|Ani-Men}}, {{M|Unholy Three}}	NA	Earth-616	Male	| Height                  =	| Weight                  =	| Eyes                    =	| Hair                    =	American	NA	
1175	Achille DiBacco (Earth-616)	Achille DiBacco	Bird-Man	Formerly {{m|Hood's Gang}}, {{M|Ani-Men}}, {{M|Unholy Three}}	NA	Earth-616	Male	5'10&quot;	NA	Blue	| Hair                    =	American	NA	
1176	Birdy (Earth-616)	Unrevealed	Birdy	Partner to [[Victor Creed (Earth-616)|Sabretooth]]	NA	Earth-616	Female	NA	NA	NA	Variable	Canadian	NA	
1177	Lucas Bishop (Earth-1191)	[[Lucas Bishop]]	Bishop	{{M|X-Men (Earth-616)|X-Men (Gold Team)}}; formerly {{M|X-Force (Strike Team) (Earth-616)|X-Force}}, &quot;Clean City&quot;, [[Nathan Summers (Stryfe) (Earth-4935)|Stryfe]], {{M|X-Treme Sanctions Executive (Earth-616)|X.S.E.}} ([[Ororo Munroe (Earth-616)|Storm]]'s team), {{M|X-Faces (Earth-9910)|X-Faces}}, {{M|X-Treme X-Men (Earth-616)|X-Treme X-Men}}, {{m|Xavier Security Enforcers|X.S.E.}} ([[Hecat'e (Earth-1191)|Hecat'e]]'s team), {{M|50-State Initiative (Earth-616)|50-State Initiative}}, {{m|Summers Rebellion}}, {{M|Twelve (Mutants) (Earth-616)|The Twelve}}	[[Burnum Bishop (Earth-1191)|Burnum Bishop]] (father, deceased);&lt;br&gt;	Earth-1191	Male	6' 6&quot;	275 lbs	Brown	 Black	American	Remember &lt;b&gt;ME, X-Men?&lt;/b&gt; The name is &lt;b&gt;BISHOP&lt;/b&gt;...and I'm &lt;b&gt;back&lt;/b&gt;.	
