<id>	<title>	<Relatives>
1502	Elathan	[[Bres (Earth-616)|Bres]] (son by [[Ériu (Earth-616)|Ériu]])
1503	Maxwell	[[Jonathan Dillon (Earth-616)|Jonathan Dillon]] (father, deceased);[[Anita Dillon (Earth-616)|Anita Dillon]] (mother, deceased);[[Norma Lynn (Earth-616)|Norma Lynn]] (ex-wife);unnamed sister
1505	Elektra	[[Demetrios Natchios (Earth-616)|Demetrios Natchios]] (paternal uncle, deceased);
1507	Elfqueen	[[Gorn (Warrior) (Earth-616)|Gorn]] (husband, deceased)
1509	Joshua	[[Howard Foley (Earth-616)|Howard Foley]] (estranged father);
1511	Manuel	Unidentified family members and ancestors
1513	Jonathan	[[Timothy Chambers (Earth-616)|Timothy Chambers]] (father, deceased)
1514	Amora	[[Lorelei (Asgardian) (Earth-616)|Lorelei]] (sister);[[Bragi (Earth-616)|Bragi]] (former husband);unnamed [[Frost Giant]] (former forced husband)
1516	Charles	Charles L. Delazny, Sr. (father); [[Scourge I]] (unconfirmed brother), [[Mike Nero (Earth-616)|Mike Nero]] (nephew)
1518	Eon	[[Infinity (Earth-616)|Infinity]]/[[Eternity (Earth-616)|Eternity]]/[[Yggdrasill|Celestial Axis]] (parents); [[Epoch (Earth-616)|Epoch]] (offspring)
1519	Epoch	[[Eon (Earth-616)|Eon]] (parent)
1521	Terrance	[[David Sorenson (Earth-616)|David Sorenson]] (father, deceased), [[Margay Sorenson (Earth-616)|Margay Sorenson]] (mother), unidentified wife (deceased), [[Janet Sorenson (Earth-616)|Janet Sorenson]] (daughter)
1523	Eros	[[A'Lars (Earth-616)|A'Lars]] (father, deceased);
1525	Ereshkigal	Unnamed mother;Unnamed grandmother; [[Dragona (Earth-616)|Dragona]] (sister)
1526	Eternity	[[Eternity (Multiverse)|Multiversal Eternity]] (full-self)[[Galan (Earth-616)|Galactus]] ("son"){{r|Fantastic Four #262}}[[Infinity (Earth-616)|Infinity]] ("sister" counterpart)[[Oblivion (Earth-616)|Oblivion]] and [[Death (Earth-616)|Death]] (opposite counterparts)[[Eon (Earth-616)|Eon]], [[Empathy (Cosmic Being) (Earth-616)|Empathy]], [[Enmity (Earth-616)|Enmity]], [[Epiphany (Earth-616)|Ephiphany]], [[Eulogy (Earth-616)|Eulogy]], [[Expediency (Earth-616)|Expediency]], [[Explosion (Earth-616)|Explosion]] and [[Gravitation (Earth-616)|Gravitation]] (offsprings, "sons")[[Entropy (Earth-616)|Entropy]] (offspring and previous incarnation)&lt;!-- Entropy is both himself, his son and his successor --&gt;;{{r|Captain Marvel Vol 5 6}}[[Adam Blackveil (Earth-616)|Adam Blackveil]], [[Epoch (Earth-616)|Epoch]], [[Era (Earth-616)|Era]] (grandchildren)
1529	Skurge	Unnamed Storm Giant (father);{{r|Official Handbook of the Marvel Universe #4}}unnamed Skornheim goddess (mother){{r|Official Handbook of the Marvel Universe #4}}
1533	Zabu	[[Mara (Smilodon) (Earth-616)|Mara]] (mother, deceased);
1537	Zarathos	[[Lilith (Earth-616)|Lilith]] (mate);unidentified child{{r|Marvel Zombies Handbook #1|; Zarathos' entry}}
1539	Thomas	[[Phillip Moreau (Earth-616)|Phillip Moreau]] (brother), [[David Moreau (Earth-616)|David Moreau]] (father)
1546	Zeus	[[Category:Zeus Family]][[Ouranos (Earth-616)|Ouranos]] (grandfather, deceased);
1549	Zom	[[Lucifer (Earth-616)|Lucifer]] (creator)
1550	Simon	[[Donna Garth (Earth-616)|Donna Garth Mason]] (daughter);
1552	Zuras	[[Kronos (Eternal) (Earth-616)|Kronos]] (father, discorporated);[[Daina (Earth-616)|Daina]] (mother);[[Uranos (Earth-616)|Uranos]] (uncle, deceased);[[A'Lars (Earth-616)|A'Lars (Mentor)]] (brother, deceased);[[Sui-San (Earth-616)|Sui-San]] (1st sister-in-law, deceased);[[Kazantra (Earth-616)|Kazantra]] (2nd sister-in-law);[[Cybele (Earth-616)|Cybele]] (wife);[[Azura (Earth-616)|Azura (Thena)]] (daughter, deceased);Thomas Eliot (son-in-law, deceased);[[Eros (Earth-616)|Eros (Starfox)]], [[Thanos (Earth-616)|Thanos]] (nephews);[[Deborah  Donald Ritter (Earth-616)|Deborah and Donald Ritter]] (granddaughter and grandson twins);[[Joey Eliot (Earth-616)|Joey Eliot]] (grandson);[[Thane (Thanos' Son) (Earth-616)|Thane]] (grandnephew);[[Nebula (Earth-616)|Nebula]] (alleged great-grandniece) 
1554	Mariko	[[Renshi Harada (Earth-616)|Renshi Harada]] (paternal great-great grandfather, deceased);
1556	Plan	[[Suwan (Earth-616)|Suwan]] (great-great-grand-niece);
1557	Henry	[[Angela Pym (Earth-616)|Angela Pym]] (paternal grandmother, deceased);
1559	Ymir	[[Mitra]], [[Lir]] ("half-brothers");{{citation}}
1560	Yondu	[[Yondu Udonta (Earth-616)|Yondu Udonta]] (alternate reality ancestor){{r|[[Sam Humphries]]'s [http://www.newsarama.com/26500-aliens-space-pirates-and-star-lord-s-year-one-story.html interview at Newsrama]}}
1561	Yukio	[[Amiko Kobayashi (Earth-616)|Amiko]] ("adopted" daughter)
1567	Carl	James Denti (father, deceased), Emily Denti (mother), unidentified extended family, unidentified ex-wife
1570	Edith	Unnamed mother, unnamed stepfather, unnamed father, unnamed grandmother, [[Katie Sawyer (Earth-616)|Katie Sawyer]] (daughter)
1572	Uatu	[[Ulana (Earth-616)|Ulana]] (wife)[[Ikor (Watcher) (Earth-616)|Ikor]] (father)unnamed sibling[[Aron (Earth-616)|Aron]] (nephew, deceased)unnamed son[[Ecce (Earth-616)|Ecce]] (ancestor)[[Antiphon (Earth-616)|Antiphon]] (ancestor, deceased)
1573	Ulik	[[Horth (Earth-616)|Horth]] (brother, deceased);
1576	Ultron	[[Henry Pym (Earth-616)|Hank Pym]] (creator, "father", source of personality engrams);
1577	Umar	[[Dormammu (Earth-616)|Dormammu]] (twin brother); [[Sinifer (Earth-616)|Sinifer]] (father, deceased); [[Clea (Earth-616)|Clea]] (daughter); [[Stephen Strange (Earth-616)|Stephen Strange]] (son-in-law)
1582	Gunther	[[Carmella Unuscione (Earth-616)|Carmella Unuscione]] (alleged daughter), [[Jared Corbo (Earth-616)|Jared Corbo]] (alleged son)
1583	Carmella	[[Gunther Bain (Earth-616)|Unus the Untouchable]] (alleged father);[[Jared Corbo (Earth-616)|Jared Corbo]] (alleged half-brother)
1586	John	[[Caleb Walker (Earth-616)|Caleb Walker]] (father, deceased);
1588	Lomen	&lt;!-- None known{{r|Official Handbook of the Marvel Universe Vol 3 6}}{{r|Gamer's Handbook of the Marvel Universe #7}} --&gt;
1589	Neutron	Earth-616
1591	Quelin	[[Ambur (Earth-616)|Ambur]] (wife);
1594	Obadiah	[[Zebediah Stane (Earth-616)|Zebediah Stane]] (father, deceased), [[Mrs. Stane (Earth-616)|unidentified mother]] (deceased), [[Ezekiel Stane (Earth-616)|Ezekiel Stane]] (son)
1595	Elton	[[Alvin Healey (Earth-616)|Alvin Healey]] (brother)
1596	Odin	[[Buri (Asgardian) (Earth-616)|Buri (Tiwaz)]] (paternal grandfather);
1598	Ogun	[[Sojobo-Tengu (Earth-616)|Sojobo-Tengu]] (adoptive son), [[Karasu-Tengu (Earth-616)|Karasu-Tengu]] (adoptive daughter)
1599	Arkady	[[Vassily Rossovich (Earth-616)|Vassily Rossovich]] (brother, deceased);
1600	Model	None
1602	Onslaught	[[Charles Xavier (Earth-616)|Professor Charles Xavier]] (fusee, deceased); [[Max Eisenhardt (Earth-616)|Magneto]] (fusee)
1608	Osiris	[[Geb (Earth-616)|Geb]] (father);{{r|Thor  Hercules: Encyclopaedia Mythologica #1|; [[Ennead|Heliopolitans]]' entry}}
1610	Leland	Unnamed ex-wife;
1611	Ozymandias	unnamed mother (deceased);
1612	Fafnir	[[Fafnir Hriedmarson (Earth-616)|Fafnir Hriedmarson]] ("twin"/predecessor)
1613	Samuel	[[Paul Wilson (Earth-616)|Paul Wilson]] (father, deceased);
1618	Charlie	[[Mother (Earth-616)|Unnamed mother]] (possibly{{r|Uncanny X-Force #35}} deceased{{r|Uncanny X-Force #5}});
1623	Feron	[[Feron (Necrom's Student) (Earth-148)|Feron]] (ancestor, deceased)
1627	Fin	Earth-616
1628	Bonita	Chita Juarez (grandmother);Benito Juarez (grandfather);Carlotta Valdez (great-great-great-aunt);unnamed great-greatgrandmother
1629	Gary	[[Simon Gilbert (Earth-616)|Simon Gilbert]] (father, deceased), [[Roxanne Gilbert (Earth-616)|Roxanne Gilbert]] (sister)
1633	Angelica	[[Bart Jones (Earth-616)|Bartholomew Jones]] (father) Nana (grandmother, deceased)[[Angelica Jones (Clone) (Earth-616)|Angelica Jones]] (clone, deceased)
1634	Trevor	[[Anthony Shaw (Earth-1191)|Anthony Shaw]] (father), [[William Shaw (Earth-1191)|William Shaw]], (brother, deceased)
1643	Franklin	[[Rosalind Sharpe (Earth-616)|Rosalind Sharpe]] (mother);
1647	Carl	Unnamed family 
1652	Aleytys	[[Jock Forrester (Earth-616)|Jock Forrester]] (father, deceased)
1653	Forsung	[[Brona (Earth-616)|Brona]], [[Enrakt (Earth-616)|Enrakt]], and [[Magnir (Earth-616)|Magnir]] (brothers)
1654	Jane	Unnamed father (deceased);
1661	Freakmaster	Unnamed parents
1663	Cathy	Mr. Webster (father), Mrs. Webster (mother)
1664	Frey	[[Idunn (Earth-616)|Idunn]] (sister);
1665	Freyja	[[Frey (Earth-616)|Freyr]] (father);
1667	Eugene	[[Vincent Patilio (Earth-616)|Vincent Patilio]] (father);
1668	Cordelia	[[Winston Frost (Earth-616)|Winston Frost]] (father);
1669	Fury	[[James Jaspers (Earth-238)|Mad Jim Jaspers (Earth-238)]] (inventor and creator), [[James Jaspers (Earth-616)|Mad Jim Jaspers (Earth-616)]] (merged together with during recreation)
1671	Nicholas	[[Rex Fury (Earth-616)|Rex Fury]] (alleged ancestor, deceased);
1673	Randolph	Caroline James (wife, deceased)
1676	Galan	[[Aala (Earth-616)|Aala]] (wife, deceased);
1677	Rogue	Unnamed paternal grandfather (possibly deceased);
1680	Remy	[[Jacques LeBeau (Earth-616)|Jacques LeBeau]] (foster grandfather, deceased);
1684	Gamora	[[Thanos (Earth-616)|Thanos]] (foster father);
1686	Isaac	Ezekiel (father, deceased), Mary (mother, deceased), Jeremiah (brother, deceased)
1687	Yuri	[[Kondrati Topolov (Earth-616)|Kondrati Topolov]] (son, presumed deceased)
1690	Gateway	[[Lucas Bishop (Earth-1191)|Bishop]] (alternate reality great-grandson) 
1694	Gazelle	[[Agatha Harkness (Earth-616)|Agatha Harkness]] (grandmother), [[Nicholas Scratch (Earth-616)|Nicholas Scratch]] (father), [[Brutacus (Earth-616)|Brutacus]] (half-brother), [[Hydron (Salem's Seven) (Earth-616)|Hydron]] (half-brother), [[Thornn (Salem's Seven) (Earth-616)|Thornn]] (half-brother), [[Vakume (Earth-616)|Vakume]] (half brother), [[Reptilla (Earth-616)|Reptilla]] (half-sister), [[Vertigo (Salem's Seven) (Earth-616)|Vertigo]] (half sister)
1695	Geb	Shu (father), Tefnut (mother), [[Nut]] (sister/wife), Thoth (brother), [[Osiris]], [[Seth]], [[Horos|Horus I]] (sons), [[Isis]], Nephthys (daughters), [[Ammon Ra|Ammon]], Nun, Kuk, Huk (uncles), Amaunet, Naunet, Kauket, Heket (aunts), Atum-Ra (grandfather), [[Gaea]] (grandmother, alias Neith), Khepri, Sokar, Selkhet, Satis, Khonshu, Bes, Ptah, Montu (cousins)
1698	Geirrodur	[[Ulla (Earth-616)|Ulla]] (wife);
1699	Joshua	[[Damian Link (Earth-616)|Damian Link]] (brother)
1702	Ghaur	unnamed daughter (declared legally deceased)
1708	Kenshiro	[[Harrison Cochrane (Earth-928)|Harrison Cochrane]] (father);
1711	Martin	[[Zelda DuBois (Earth-616)|Princess Python]] (wife, estranged)
1714	Melvin	[[Betsy Beatty (Earth-616)|Betsy Beatty Potter]] (ex-wife);
1715	Kallark	[[Kubark (Earth-616)|Kubark (Kid Gladiator)]] (son);[[Xenith (Earth-616)|Xenith (The Strontian)]] (cousin)
1716	Glynis	[[Ilya Zarkov (Earth-616)|Ilya Zarkov]] (husband)
1718	Thomas	[[Gregory Gideon (Earth-616)|Gregory Gideon]] (Father, deceased), Claire Gideon (Mother, deceased)
1721	Goblyn	[[Darby Dean (Earth-616)|Darby]]  [[Susan Dean (Earth-616)|Susan Dean]] (parents);[[Laura Dean (Earth-616)|Laura Dean]] (twin sister)
1725	Gwendolyne	[[Hijiri Sabuki (Earth-616)|Sam Sabuki]] (father, deceased);
1727	Jacob	[[Johann Goldstein (Earth-616)|Blue Bullet]] (brother)
1731	Alphonsus	Unnamed older brother, Ramon Lipschitz (cousin)
1733	Gorgon	[[Korath (Inhuman) (Earth-616)|Korath]] (father, deceased);
1738	En	[[Va Nee Gast (Earth-616)|Va Nee Gast]] (daughter)
1740	Norman	[[Alton Osborn, Sr. (Earth-616)|Alton Osborn, Sr.]] (paternal great-grandfather, deceased);
1741	Harold	[[Alton Osborn, Sr. (Earth-616)|Alton Osborn, Sr.]] (paternal ancestor, deceased), Alton Osborn, Jr. (paternal great-grandfather, deceased), [[Amberson Osborn (Earth-616)|Amberson Osborn]] (paternal grandfather, deceased), [[Norman Osborn (Earth-616)|Norman Osborn]] (father, estranged)
1747	John	[[Yo Yo Rodriguez (Earth-616)|Yo Yo Rodríguez (Slingshot)]] (daughter)
1748	Eric	[[Sanford Williams (Earth-616)|Sanford]] (father, deceased), [[Martha Williams (Earth-616)|Martha]] (mother), [[Simon Williams (Earth-616)| Wonder Man (Simon Williams)]] (brother), [[Vision  (Earth-616)|Vision]] ("brother"), [[Wanda Maximoff (Earth-616)|Scarlet Witch (Wanda Maximoff)]] (estranged "sister-in-law")
1749	Maxwell	Unnamed son {{r|Underworld #5}}
1750	Grog	None
1752	Gor-Tok	[[Krono (Earth-616)|Krono]] (father, deceased);[[Ingar (Earth-616)|Ingar]] (wife, deceased);Gor-Tok the First, Thera (ancestors, deceased)
1757	Kevin	[[Michael O'Brien (Earth-616)|Michael]] (alias [[Guardsman]] II, brother); unnamed father
1758	Michael	[[Kevin O'Brien (Earth-616)|Kevin O'Brien]] (brother, deceased); unnamed father{{r|Iron Man Vol 1 46}}
1760	Henry	[[Mr. Gyrich (Earth-616)|Unnamed father]] (deceased)
1768	Banca	None{{r|Official Handbook of the Marvel Universe Vol 3 3}}
1769	Justin	[[Justine Hammer (Earth-616)|Justine Hammer]] (daughter, deceased)  [[Sasha Hammer (Earth-616)|Sasha Hammer]] (granddaughter) 
1771	Alistaire	[[Spencer Smythe (Earth-616)|Spencer Smythe]] (father)
1773	Blackheart	[[Mephisto (Earth-616)|Mephisto]] (father);
1774	Charlotte	[[George Jones (Earth-616)|George Jones]] (husband, deceased); [[Timothy Jones (Child) (Earth-616)|Timmy Jones]] (son); Mother-in-law (name unknown) 
1778	Eric	[[Sven Kleinstock (Earth-616)|Sven]] and [[Harlan Kleinstock (Earth-616)|Harlan Kleinstock]] (identical brothers) 
1779	Franklin	[[Mary Storm (Earth-616)|Mary Storm]] (wife, deceased);
1782	Gwendolyne	[[Helen Stacy (Earth-616)|Helen Stacy]] (mother, deceased), 
1784	Quincy	[[Jonathan Harker (Earth-616)|Jonathan Harker]] (father, deceased); [[Wilhelmina Murray (Earth-616)|Wilhelmina "Mina" Harker]] (mother, deceased); [[Elizabeth Harker (Earth-616)|Elizabeth Harker]] (wife, deceased); [[Edith Harker (Earth-616)|Edith Harker]] (daughter, deceased)
1785	Leroy	[[Crackerjack Jackson (Earth-616)|Crackerjack Jackson]] (father)
1786	Hammerhead	[[Manhattan/Residents#Antonia (Earth-616)|Antonia]] (sister)unnamed nephew
1795	Erika	[[Piecemeal]] (son), unnamed daughter
1796	Harold	Harold, Sr. and Hermione Harold (parents)
1803	Clinton	Brett Barton (ancestor);
1805	Agent	Minamiyori (brother, deceased), [[Wade Wilson (Earth-616)|Deadpool]] and [[Black Swan (Earth-616)|Black Swan]] (mind donors)
1806	Carter	[[Alexander Ryking (Earth-616)|Alexander Ryking]] (father, deceased)
1808	Heimdall	[[Sif (Earth-616)|Sif]] (sister);Nine Goddesses (alleged mothers) (personifying the sea)
1809	Hela	[[Laufey (Earth-616)|Laufey]] (alleged grandfather);
1811	Patricia	[[Joshua Walker (Earth-616)|Joshua Walker]] (father);[[Dorothy Walker (Earth-616)|Dorothy Walker]] (mother, deceased);[[Sophia McConnell (Earth-616)|Sophia McConnell]] (maternal aunt);[[Beatrice Walker (Earth-616)|Bea]] (step-mother);[[Michael Walker (Earth-616)|Mickey Walker]] (brother);[[Robert Baxter (Earth-616)|Robert "Buzz" Baxter]] (ex-husband); [[Daimon Hellstrom (Earth-616)|Daimon Hellstrom]] (ex-husband); [[Percy Walker (Earth-616)|Percy Walker]] and [[Birdseye Walker (Earth-616)|Birdseye Walker]] (cousins);{{r|possibly fictional characters see [[Patricia Walker (Earth-616)#NotesEdit|Notes]]}} [[Jim Walker (Earth-616)|Jim Walker]] and [[Joe Walker (Earth-616)|Joe Walker]] (paternal uncles); [[Martha Walker (Earth-616)|Martha Walker]] (paternal aunt);[[Barry (Walker) (Earth-616)|Barry]] (step-brother); [[Ted Trent (Earth-616)|Ted Trent]] (ex-fiancé); [[Mike Herald (Earth-616)|Mike Herald]] (ex-fiancé); [[Domino Dugan (Earth-616)|Domino Dugan]] (uncle){{r|Miss America Magazine Vol 2 5}}; [[Bessie Dugan (Earth-616)|Bessie Dugan]] (aunt){{r|Miss America Magazine Vol 2 5}}
1817	Ayesha	[[Enclave (Earth-616)|Enclave]] (creators), [[Adam Warlock (Earth-616)|Adam Warlock]] (genetic twin)
1819	Hermod	[[Buri (Asgardian) (Earth-616)|Buri (Tiwaz)]] (paternal great-grandfather);
1822	Herbert	Unidentified mother and aunt (presumed deceased), [[Nobilus (Earth-616)|Nobilus]] (creation, "son"), [[Adam Warlock (Earth-616)|Adam Warlock]] (foster son), [[Higher Evolutionary (Earth-616)|Higher Evolutionary]] (son and creation)
1825	Roderick	[[Daniel Kingsley (Earth-616)|Daniel Kingsley]] (twin-brother, deceased)
1826	Hoder	[[Buri (Asgardian) (Earth-616)|Buri (Tiwaz)]] (paternal great-grandfather);
1827	Hogun	unnamed father (deceased);unnamed brothers (deceased)
1830	Horus	[[Shu (Earth-616)|Shu]] (great-grandfather);
1831	Howard	[[Isaac Stark, Sr. (Earth-616)|Isaac Stark]] (ancestor) 
1832	Howard	[[Ronald the Duck (Earth-791021)|Ronald]] (father);
1833	Bruce	[[Brian Banner (Earth-616)|Brian Banner]] (father, deceased);
1834	John	[[Marian Eisenhart (Earth-928)|Marian Eisenhart]] (sister), unnamed parents
1839	Albert	Buford Potter (son), Mercy Potter (daughter), unidentified wife
1843	Hydron	[[Agatha Harkness (Earth-616)|Agatha Harkness]] (grandmother), [[Nicholas Scratch (Earth-616)|Nicholas Scratch]] (father), [[Brutacus (Earth-616)|Brutacus]] (half-brother), [[Thornn (Salem's Seven) (Earth-616)|Thornn]] (half-brother), [[Vakume (Earth-616)|Vakume]] (half brother), [[Gazelle (Scratch) (Earth-616)|Gazelle]] (half-sister), [[Reptilla (Earth-616)|Reptilla]] (half-sister), [[Vertigo (Salem's Seven) (Earth-616)|Vertigo]] (half sister)
1844	Mark	Mr.  Mrs. Milton (foster parents)
1848	Idunn	[[Frey (Earth-616)|Frey]] (brother);
1849	Ikaris	Unnamed wife (deceased);
1852	Ilya	[[Glynis Zarkov (Earth-616)|Glynis Zarkov]] (wife, deceased)
1854	Arnold	[[Laura Brown (Earth-616)|Laura Brown]] (daughter); wife (name unrevealed, deceased)
1855	Impossible	Former members of the original population (relatives all deceased){{r|Fantastic Four #11}}, [[Impossible Woman (Earth-616)|Impossible Woman]] (cloned wife), [[Impossible Kids (Earth-616)|Impossible Kids]]  (cloned children{{r|Marvel Two-In-One #86}}, most only had number designations 1 through at least 4682{{r|Impossible Man Summer Vacation #1}}, named members included [[Impia (Earth-616)|Impia]]{{r|Impossible Man Summer Vacation #1}}, [[Impy (Earth-616)|Impy]]{{r|Impossible Man Summer Vacation #2}} and [[Adolf Impossible (Earth-616)|Adolf the Impossible Boy]]{{r|FF Vol 2 #11}}), [[Ralf (Impossible Dog) (Earth-616)|Ralf the Impossible Dog]] (cloned dog){{r|Impossible Man Summer Vacation #1}}, and the [[Impossible Teens (Earth-616)|Impossible Teens]]{{r|X-Force and Cable Annual #'95}} (cloned teenagers)
1856	Impossible	[[Impossible Kids (Earth-616)|Impossible Kids]], [[Adolf Impossible (Earth-616)|Adolf Impossible (Impossible Boy)]] (children/clones of Impossible Man and Impossible Woman)
1858	In-Betweener	[[Lord Chaos (Earth-616)|Lord Chaos]], [[Master Order (Earth-616)|Master Order]] (creators) 
1863	Susan	[[Marygay Dinkins (Earth-616)|Marygay Jewel Dinkins]] (paternal aunt);
1864	Irene	[[Rene Merryweather (Earth-80521)|Rene Merryweather]] (future great-great grandson), unidentified parents
1868	Anthony	Isaac Stark (adoptive ancestor);
1870	Isis	&lt;!-- all references on Osiris' page (here are only the referenced stuff) --&gt;[[Geb (Earth-616)|Geb]] (father);
1871	It	Boris Petrovski (creator)
1872	John	[[John Jonah Jameson, Sr. (Earth-616)|J. Jonah Jameson, Sr.]] (father, deceased);
1873	Zane	[[Kurt Marko]] (paternal grandfather, deceased);
1874	Miles	[[Monica Warren (Earth-616)|Monica Warren]] (wife, deceased);unnamed son;
1875	Jack	Drake Harrison (brother), Mr. and Mrs. Harrison (parents), Lucy (live-in girlfriend)
1876	Jonathan	Phillip Hart (father, deceased), Marie Hart (mother, deceased) 
1877	Jason	Jason Philip Macendale, Sr. (father);Patricia Macendale (mother, deceased);Karen Macendale (ex-wife);Jay Macendale (son)
1878	Dei	Unnamed parents (deceased)
1879	Jaeger	[[Domina (Earth-616)|Domina]] (wife), unnamed daughter (deceased), [[Ransome Sole (Earth-616)|Ransome Sole]] (brother-in-law), [[Rax (Earth-616)|Rax]] (possible nephew?)
1881	Marla	[[John Jonah Jameson, Sr. (Earth-616)|J. Jonah Jameson, Sr.]] (father-in-law, deceased), Betty Jameson (mother-in-law, presumably deceased), [[John Jonah Jameson (Earth-616)|J. Jonah Jameson]] (husband), [[John Jameson (Earth-616)|John Jameson]] (step-son), [[Jerry Franklin (Earth-616)|Jerry Franklin]] (brother-in-law, deceased), Bernice Franklin (sister, deceased) [[Martha Franklin (Earth-616)|Mattie Franklin]] (niece/adoptive daughter, deceased), [[Jennifer Walters (Earth-616)|Jennifer Walters]] (ex-daughter-In-law)
1882	Jarella	[[Visalia (Earth-616)|Visalia]] (sister), [[Jentorra (Earth-616)|Jentorra]] (Niece), [[Visis (Earth-616)|Visis]] (Cousin)
1888	Jessica	Earth-616
1893	Sublime	[[Arkea (Earth-616)|Arkea]] (sibling/sister)
1894	Helen	[[Robert Takahama (Earth-616)|Robert Takahama]] (father, deceased), [[Jane Takahama (Earth-616)|Jane Takahama]] (mother, deceased) 
