<id>	<title>
389635	Zanth (Earth-794282)
389636	Vorth (Earth-794282)
389682	Brainchild (Earth-92131)
389697	Karl Lykos (Earth-92131)
389713	Lupo (Earth-92131)
389745	Eugene Thompson (Earth-96282)
389748	Peter Parker (Earth-96282)
389749	Ken Astor (Madbomb War) (Earth-616)
389751	John Jonah Jameson (Earth-96282)
389752	Astra (Imperial Guard) (Earth-913)
389753	Astriel (Earth-616)
389754	Vance Astro (Earth-82432)
389780	Martillo (Earth-616)
389781	Corregidora (Earth-616)
389788	Olvido (Earth-616)
389835	Pretty Boy (Earth-92131)
389838	Murray Reese (Earth-92131)
389956	Wade Cole (Earth-92131)
389965	Skullbuster (Earth-92131)
389972	Bonebreaker (Earth-92131)
390039	Davan Shakari (Earth-92131)
390047	D'Ken Neramani (Earth-92131)
390053	Peter Corbeau (Earth-92131)
390062	Charles Xavier (Earth-10724)
390067	Ch'od (Earth-161)
390089	Spider-Man (Imposter) (Earth-1610)
390119	Grüber Brinkhaus (Earth-616)
390120	Harry S. Truman (Earth-616)
390126	Clay Quartermain (Earth-900651)
390129	Piotr Rasputin (Earth-10011)
390134	George Tarleton (Earth-904913)
390163	Sean Cassidy (Earth-92131)
390172	Phoenix Force (Earth-92131)
390304	Steven Rogers (Earth-30847)
390328	Cosmos (Earth-829)
390333	John Sharpe (Earth-616)
390339	Scott Summers (Earth-4321)
390343	Scott Summers (Earth-5113)
390353	Howard the Duck (Earth-92131)
390384	Matthew Murdock (Earth-5113)
390451	Bonnie (Earth-8107)
390644	Calvin Halderman (Earth-616)
390654	Sid Franken (Earth-616)
390827	Thomas Cassidy (Earth-92131)
390834	Digit (Earth-5555)
390842	Victor von Doom (Earth-4321)
390856	Stephen Strange (Earth-4321)
390860	Stephen Strange (Earth-5113)
390875	Stephen Strange (Earth-900651)
391047	Max Fury (Earth-616)
391121	Hepzibah (Earth-92131)
391124	Ch'od (Earth-92131)
391131	Christopher Summers (Earth-92131)
391135	Wade Wilson (Earth-1946)
391259	Felicia Hardy (Earth-8107)
391278	Elizabeth Brant (Earth-8107)
391307	Dragon (Earth-5555)
391313	Dry (Soldiers of Misfortune) (Earth-616)
391314	Hodinn (Praetorian) (Earth-616)
391315	God-Killer (Earth-616)
391374	Joseph Hogan (Earth-78127)
391376	Samuel Sterns (Earth-1610)
391381	Adrian Toomes (Earth-78127)
391382	Layla Miller (Earth-1610)
391383	Arnim Zola III (Earth-1610)
391385	John Jonah Jameson (Earth-78227)
391388	Cherry Blossom (Earth-616)
391394	John Jonah Jameson (Earth-78327)
391463	Emma Frost (Earth-4321)
391478	Samuel Wilson (Earth-4321)
391486	Samuel Wilson (Earth-5113)
391683	Bonita Juarez (Earth-4321)
391691	Remy LeBeau (Earth-4321)
391695	George W. Bush (Earth-4321)
391699	Kallark (Earth-4321)
391703	Henry Pym (Earth-829)
391739	Kodiak Noatak (Earth-161)
391745	Clinton Barton (Earth-829)
391762	Hercules (Earth-4321)
391792	Joseph Robertson (Earth-8107)
391804	Kevin Plunder (Earth-8107)
391814	Tanya Adrian (Earth-616)
391817	Raza Longknife (Earth-92131)
391823	Bruce Banner (Earth-4321)
391824	B'nee and C'cll (Earth-92131)
391828	Jonathan Storm (Earth-4321)
391834	Jonathan Storm (Earth-900651)
391840	Robert Drake (Earth-4321)
391843	Robert Drake (Earth-5113)
391899	Zebediah Stane (Earth-55921)
391903	Cr'reee (Earth-92131)
391916	Susan Storm (Earth-4321)
391921	Daniel Rand (Earth-5113)
391926	Anthony Stark (Earth-4321)
391930	Anthony Stark (Earth-5113)
391962	Ernst (Earth-616)
391981	John Allen Adams (Earth-616)
391982	Rigby Fallon (Earth-616)
391993	Grannz (Earth-92131)
392087	John Warden (Earth-616)
392278	Atalanta (Argonauts) (Earth-616)
392279	Karnilla (Earth-94001)
392289	Frigga (Earth-94001)
392296	Laufey (Earth-94001)
392300	Atali (Frost Giant) (Earth-616)
392301	Atalis (Earth-616)
392307	Mik (Moloid) (Earth-616)
392309	Korr (Moloid) (Earth-616)
392311	Tong (Moloid) (Earth-616)
392313	Turg (Moloid) (Earth-616)
392432	Fire Knives (Earth-616)
392433	Cannon Foot (Earth-616)
392442	Grace Foley (Earth-616)
392444	Howard Foley (Earth-616)
392490	Starr (Earth-616)
392590	Atha Williams (Earth-616)
392632	Edmond Atkinson (Earth-616)
392633	Atlan (Earth-616)
392639	Jonathan Hart (Earth-4321)
392649	Kro (Earth-4321)
392654	Kurt Wagner (Earth-10724)
392658	Michael (Children of Heaven) (Earth-616)
392659	Blowhard (Greg) (Earth-616)
392662	Beth (Children of Heaven) (Earth-616)
392665	Slimeball (Children of Heaven) (Earth-616)
392666	Mohawk (Children of Heaven) (Earth-616)
392672	Light (Soldiers of Misfortune) (Earth-616)
392680	Miguel Santos (Earth-4321)
392689	Luke Cage (Earth-5113)
392695	Madelyne Pryor (Earth-161)
392701	Makoma (Earth-161)
392709	Mantis (Earth-900651)
392716	Thor Odinson (Earth-788)
392721	Mariko Yashida (Earth-161)
392726	Odin Borson (Earth-788)
392732	Medusalith Amaquelin (Earth-5113)
392736	Loki Laufeyson (Earth-788)
392739	Heimdall (Earth-788)
392743	Mercy Connaught (Earth-5555)
392752	Fandral (Earth-788)
392757	Hogun (Earth-788)
392760	Reed Richards (Earth-4321)
392762	Volstagg (Earth-788)
392769	Sif (Earth-788)
392770	Harvey Elder (Earth-4321)
392772	Balder Odinson (Earth-788)
392777	Chen Lu (Earth-788)
392778	Mystique (Earth-10724)
392780	Molto (Earth-788)
392783	Namor McKenzie (Earth-900651)
392790	Calvin Zabo (Earth-788)
392791	Nicholas Fury (Earth-4321)
392793	Klaus Voorhees (Earth-788)
392798	Kurt Wagner (Earth-4321)
392805	Ororo Munroe (Earth-10724)
392806	Steven Rogers (Earth-788)
392808	Henry Pym (Earth-788)
392811	Janet van Dyne (Earth-788)
392813	Anthony Stark (Earth-788)
392817	Jean Grey (Earth-4321)
392859	Phraug (Earth-616)
392860	Atra (Earth-616)
392989	Robert Baldwin (Earth-6109)
392995	Josie Hart (Earth-1610)
393000	Remy LeBeau (Earth-6109)
393012	Bullseye (Lester) (Earth-6109)
393014	Tyrone Johnson (Earth-6109)
393021	Namor McKenzie (Earth-1228)
393022	Stan Lieber (Earth-6109)
393023	John Romita (Earth-1228)
393028	Uatu (Earth-1228)
393032	Theron Atlanta (Earth-616)
393105	Starbolt (Earth-92131)
393111	Sybil (Earth-92131)
393134	Mustafa Kazun (Earth-616)
393138	Prism (Robbie) (Earth-161)
393142	Charles Xavier (Earth-4321)
393193	Monica Rambeau (Earth-4321)
393198	Pietro Maximoff (Earth-829)
393209	Raza Longknife (Earth-161)
393329	Right (Soldiers of Misfortune) (Earth-616)
393333	Janos Quested (Earth-161)
393342	Rogue (Anna Marie) (Earth-4321)
393363	Sage (Earth-4321)
393367	Wanda Maximoff (Earth-829)
393371	Wanda Maximoff (Earth-4321)
393375	Scott Summers (Earth-10724)
393379	Kim Il Sung (Earth-161)
393383	Shalla-Bal (Earth-900651)
393387	Jennifer Walters (Earth-4321)
393396	Norrin Radd (Earth-4321)
393399	Norrin Radd (Earth-900651)
393405	Matthew Murdock (Earth-6109)
393416	Mister Y (Earth-616)
393440	Robert Baldwin (Earth-5113)
393444	Peter Parker (Earth-5113)
393448	Sprout (Earth-900651)
393452	Miranda Leevald (Earth-4321)
393461	Sonin Ikeda (Earth-5555)
393466	Hussar (Earth-92131)
393592	Randolph Cherryh (Earth-616)
393628	Titan (Imperial Guard) (Earth-92131)
393791	Ator (Earth-616)
393792	Eelak (Earth-616)
393795	Rootar (Earth-616)
393797	Margoyle (Earth-616)
393798	Pulssus (Earth-616)
393799	Glaboo (Earth-616)
393809	Atrin (Earth-928)
393811	3.14159 (Earth-1191)
393900	Kraggoom (Earth-616)
393902	Hobgoblin (Imperial Guard) (Earth-92131)
393907	Manta (Earth-92131)
393914	Vril-Rokk (Earth-92131)
394046	Amanda Sefton (Earth-11052)
394050	Viper (Earth-11052)
394051	Agatha Harkness (Earth-11052)
394052	Irene Adler (Earth-11052)
394074	Karl Lykos (Earth-8096)
394076	Attuma (Earth-11947)
394133	Paul Atwell (Earth-616)
394349	Otto Octavius (Earth-6799)
394627	Martha Conner (Earth-6799)
394634	William Conner (Earth-6799)
394643	Maxwell Dillon (Earth-6799)
394654	Quentin Beck (Earth-6799)
394672	Raniero Drago (Earth-6799)
394704	MacDonald Gargan (Earth-6799)
394741	William Baker (Earth-6799)
394811	Cristu Bulat (Earth-200111)
394836	Fandral (Earth-20051)
394837	Hogun (Earth-20051)
394838	Volstagg (Earth-20051)
394848	Jormungand (Earth-20051)
394875	Luther Gorr (Earth-616)
394972	Viktor Uvarov (Earth-616)
394985	Tiberiu Bulat (Earth-200111)
394990	Walter Newell (Earth-4321)
394996	Ororo Munroe (Earth-4321)
395024	Supreme Intelligence (Earth-900651)
395029	Surabe (Earth-161)
395404	Augeas (Earth-616)
395405	Auggie Slater (Earth-616)
395410	August Masters (Earth-616)
395438	Alexander O'Hirn (Earth-6799)
395451	May Reilly (Earth-6799)
395474	Harley Clivendon (Earth-6799)
395485	Thialfi (Earth-4321)
395496	Benjamin Grimm (Earth-4321)
395501	Benjamin Grimm (Earth-5113)
395503	Fifth Avenue Phantom (Earth-6799)
395507	Thor Odinson (Earth-829)
395511	Thor Odinson (Earth-4321)
395516	Thor Odinson (Earth-5113)
395517	Matto Magneto (Earth-6799)
395522	Greer Grant (Earth-4321)
395557	Delroy Garrett Jr. (Earth-4321)
395562	Triton (Earth-5113)
395567	Cobalt (Ravens) (Earth-616)
395595	Uatu (Earth-829)
395600	Vision (Earth-4321)
395604	James Rhodes (Earth-10011)
395608	Carol Danvers (Earth-4321)
395612	Warren Worthington III (Earth-10724)
395654	Jennifer Cesare (Earth-200111)
395665	Janet van Dyne (Earth-829)
395669	Janet van Dyne (Earth-4321)
395673	William Everett McKenzie (Earth-5113)
395678	Logan (Clone) (Earth-161)
395683	James Howlett (Earth-4321)
395690	James Howlett (Earth-5113)
395700	Henry Pym (Earth-4321)
395707	Zeus Panhellenios (Earth-4321)
395736	George Howe (Earth-200111)
395830	Abira (Earth-616)
395834	Achak (Earth-616)
395845	Arkon (Earth-10081)
395851	Folma (Earth-616)
395900	Anthony Stark (Earth-8096)
395901	James Rhodes (Earth-8096)
395902	Thor Odinson (Earth-8096)
395922	Fantastic Fakir (Earth-6799)
395990	Plotter (Earth-6799)
395994	Frederick Dukes (Earth-10724)
396001	Bolivar Trask (Earth-10724)
396006	Raymond Bloch (Earth-6799)
396015	Jackson Brice (Earth-6799)
396029	Steven Rogers (Earth-8096)
396031	Virginia Potts (Earth-8096)
396035	Dirk Garthwaite (Earth-8096)
396036	Brian Calusky (Earth-8096)
396037	Henry Camp (Earth-8096)
396038	Eliot Franklin (Thunderball) (Earth-8096)
396040	Jane Foster (Earth-8096)
396041	Pulinski (Earth-6799)
396042	Heimdall (Earth-8096)
396043	Carl Creel (Earth-8096)
396044	Thaddeus Ross (Earth-8096)
396045	Natasha Romanoff (Earth-8096)
396046	Clinton Barton (Earth-8096)
396047	James Buchanan Barnes (Earth-8096)
396048	Johann Shmidt (Earth-8096)
396073	Cheshire (Earth-616)
396104	Hellverine (Earth-616)
396206	It (Artificial Lifeform) (Earth-616)
396244	Ghost (Zero) (Earth-616)
396311	Mister Morgan's Monster (Earth-TRN214)
396333	Scott Summers (Earth-29007)
396340	Death's Head (Carl) (Earth-616)
396375	Donald Pierce (Earth-10724)
396383	Emma Frost (Earth-10724)
396397	Obadiah Stane (Earth-55921)
396470	Erik Magnus (Earth-10724)
396479	Grand Vizier (Polemachus) (Earth-10081)
396483	Henry McCoy (Earth-10724)
396487	Husam (Earth-616)
396488	Lea C. Farr (Earth-616)
396505	Stan Patterson (Earth-6799)
396508	Lee Patterson (Earth-6799)
396543	Jean Grey (Earth-10724)
396552	Jian (Earth-616)
396556	Leo Zimm (Earth-616)
396567	Mato (Earth-616)
396572	Matsu'o Tsurayaba (Earth-161)
396712	Kelly Kooliq (Earth-616)
396757	Russell Collins (Earth-92131)
396763	Sarah (Earth-92131)
396791	Zebediah Killgrave (Earth-92131)
396812	Sally Blevins (Earth-92131)
396816	Takashi Matsuya (Earth-92131)
397011	Peter Parker (Earth-700459)
397028	Jessica Drew (Earth-700459)
397097	Creature from the Black Bog (Earth-616)
397151	Carmen Pryde (Earth-11052)
397152	Rebecca Pryde (Earth-11052)
397155	Mr. Daniels (Earth-11052)
397189	St. John Allerdyce (Earth-10724)
397193	Dormammu (Earth-700459)
397208	Oog (Earth-616)
397209	Wilson Fisk (Earth-700459)
397240	Sebastian Shaw (Earth-10724)
397325	Dangerous Doll (Earth-616)
397343	Martian Who Stole a City (Earth-616)
397349	Timothy Dugan (Earth-8096)
397353	Isadore Cohen (Earth-8096)
397357	Robert Ralston (Earth-8096)
397361	Percival Pinkerton (Earth-8096)
397385	Wolfgang von Strucker (Earth-8096)
397409	Marty Smith (Earth-11052)
397426	Night Witch (Earth-616)
397427	Kate Kildare (Earth-616)
397433	Selach (Earth-616)
397442	Sheba Sugarfangs (Earth-616)
397464	Ravonna Renslayer (Earth-8096)
397467	Jack Fury (Earth-8096)
397493	Henry McCoy (Earth-95099)
397496	Carnage (Symbiote) (Earth-1610)
397635	Maria Castle (Earth-616)
397771	Keniuchio Harada (Earth-161)
397776	Star Child (Earth-616)
397786	Thundra (Earth-10081)
397789	Boris Bullski (Earth-9200)
397858	Scab (Tim) (Earth-616)
397864	Mortimer Toynbee (Earth-10724)
397880	Toko (Earth-616)
397885	John Walker (Earth-9200)
397889	Noelle Blanc (Earth-616)
397890	Warren Worthington II (Earth-10724)
397894	Waya (Earth-616)
397986	Monsteroso (Alien) (Earth-616)
397991	Monster at the Window (Earth-616)
398090	Gwendolyne Stacy (Clone) (Earth-1610)
398144	Ma'gog (Earth-92131)
398209	Arize (Earth-92131)
398249	Fandral (Earth-8096)
398253	Hogun (Earth-8096)
398259	Balder Odinson (Earth-8096)
398266	Volstagg (Earth-8096)
398317	Patrick Rourke (Earth-616)
398324	Sif (Earth-8096)
398327	Loki Laufeyson (Earth-8096)
398339	Simon Krieger (Earth-616)
398345	Odin Borson (Earth-8096)
398364	Amora (Earth-8096)
398366	Skurge (Earth-8096)
398635	Just A Really Very Intelligent System (Earth-8096)
398757	Leonard Samson (Earth-617)
398758	Theodore Sallis (Earth-1298)
398762	Jennifer Kale (Earth-1298)
398772	Jeanne-Marie Beaubier (Earth-913)
398787	John Grey (Earth-11052)
398794	Elaine Grey (Earth-11052)
398796	Quark (Earth-92131)
398803	Victor von Doom (Earth-90251)
398804	Sara Grey (Earth-11052)
398806	Tyler Smithson (Earth-616)
398837	Maria Hill (Earth-8096)
398868	Technovore (Earth-616)
398875	Eric Williams (Earth-8096)
398888	James Woo (Earth-8096)
398939	Henry Pym (Earth-135263)
398956	Ivan Vanko (Earth-8096)
398958	Technovore (Earth-8096)
398962	George Tarleton (Earth-8096)
398972	Don Russell (Earth-616)
399070	Jeanne-Marie Beaubier (Earth-10197)
399184	Teon Macik (Earth-616)
399297	Bi-Beast (Earth-8096)
399301	Chen Lu (Earth-8096)
399305	Ann Darnell (Earth-8096)
399311	Simon Utrecht (Earth-8096)
399322	Barbara Morse (Earth-8096)
399327	Leonard Samson (Earth-8096)
399329	Emil Blonsky (Earth-8096)
399330	Samuel Sterns (Earth-8096)
399331	Philip Sterns (Earth-8096)
399387	Jeanne-Marie Beaubier (Earth-94040)
399388	Jeanne-Marie Beaubier (Earth-9418)
399393	Freddy Sykes (Earth-616)
399398	Henry Pym (Earth-8096)
399409	Simon Drudd (Earth-616)
399413	Raaka (Earth-616)
399424	Janet van Dyne (Earth-8096)
399433	David Cannon (Earth-8096)
399451	Arnim Zola (Earth-8096)
399480	Paul Duval (Earth-8096)
399483	Mad Thinker (Earth-8096)
399487	Ultron (Earth-8096)
399500	Gabrielle Haller (Earth-11052)
399563	Clay Quartermain (Earth-8096)
399568	Jerome Beechman (Earth-8096)
399570	Franklin Hall (Earth-8096)
399576	Piedra Dura (Earth-616)
399586	Ulysses Klaw (Earth-8096)
399595	M'Baku (Earth-8096)
399599	N'Gassi (Earth-8096)
399604	T'Chaka (Earth-8096)
399607	T'Challa (Earth-8096)
399646	Kal'ti (Earth-616)
399658	Lucia von Bardas (Earth-8096)
399661	Heinrich Zemo (Earth-8096)
399664	Whiplash (Earth-8096)
399671	Dominikos Petrakis (Earth-8909)
399672	Dominikos Petrakis (Earth-93600)
399673	Dominikos Petrakis (Earth-10197)
399686	MacDonald Gargan (Earth-96283)
399693	Curtis Carr (Earth-8096)
399699	Frank Payne (Earth-8096)
399706	John Horton (Earth-8096)
399709	Arthur Parks (Earth-8096)
399714	Zebediah Killgrave (Earth-8096)
399719	Ivan Kragoff (Earth-8096)
399728	Klaus Voorhees (Earth-8096)
399739	Zzzax (Earth-8096)
399760	Paul Cartier (Earth-8096)
399783	Laura Kinney (Earth-30847)
399796	Nirambo (Earth-11052)
399797	Garokk (Earth-92131)
399882	Henry Pym (Earth-6109)
399884	Elijah Bradley (Earth-6109)
399893	William Foster (Earth-6109)
399990	Phoenix Force (Earth-31129)
400054	Avandalia (Earth-616)
400055	Alaisa Ruatha Pethnan (Earth-616)
400056	Aven (Earth-616)
400059	Terry Maguire (Earth-616)
400064	Derry Campbell (Earth-616)
400072	Bekka Wallis (Earth-616)
400082	Roger Grey (Earth-616)
400085	Julia Grey (Earth-616)
400087	Brian Grey (Earth-616)
400091	Liam Grey (Earth-616)
400137	Sebastian Shaw (Earth-92131)
400139	Donald Pierce (Earth-92131)
400148	Earthquake (Earth-92131)
400161	Jason Wyngarde (Earth-92131)
400221	Julian Grey (Earth-616)
400225	Mary-Margaret Grey (Earth-616)
400228	Kindra Grey (Earth-616)
400234	Paula Harris (Earth-616)
400290	Harry Leland (Earth-92131)
400298	Sean Tully (Earth-616)
400303	Elizabeth Lockhart (Earth-616)
400443	Lilandra Neramani (Earth-9922)
400536	Korumbu (Earth-616)
400542	Uatu (Earth-92131)
400545	Juber (Earth-92131)
400550	Eluke (Earth-92131)
400626	Sergei Kravinoff (Earth-96283)
400648	Doughboy (Earth-8096)
400706	Clyde Wyncham Jr. (Earth-807128)
400715	Kingmaker (Wallace) (Earth-616)
400716	Hugo Barge (Earth-616)
400731	William Keller (Earth-616)
400738	Elizabeth Keller (Earth-616)
400744	James Keller (Earth-616)
400770	Mirah Qadir (Earth-616)
400774	FuckFace (Earth-200111)
400779	Jill Kincaid (Earth-616)
400921	Supreme Intelligence (Earth-92131)
400934	R'Klll (Earth-92131)
400940	Araki (Earth-92131)
400954	Redshirt (Earth-616)
400958	Mercedes Merced (Earth-616)
400975	Juan Francisco Alonso (Earth-616)
400984	Stanley Osborn (Earth-616)
401167	Sara Grey (Earth-92131)
401170	John Grey (Earth-92131)
401176	Elaine Grey (Earth-92131)
401183	Eric Solvang (Earth-616)
401188	Mayzen (Earth-616)
401193	Elphane (Earth-616)
401261	Sverrik (Earth-616)
401265	Milla (Earth-616)
401271	Undar (Earth-616)
401303	Katherine Petrezyn (Earth-616)
401329	Michael Hall (Earth-616)
401333	Phoenix Force (Earth-691)
401396	Brian Braddock (Earth-10091)
401465	Fandral (Earth-10091)
401468	Hogun (Earth-10091)
401471	Volstagg (Earth-10091)
401486	Thomas Logan (Earth-10005)
401502	Alex (Inferno Baby) (Earth-616)
401517	Choam (Earth-616)
401544	Rigo Zapata (Earth-616)
401546	Gustavo Zapata (Earth-616)
401553	Quentin Beck (Earth-27536)
401582	John Howlett (Earth-10005)
401589	Elizabeth Howlett (Earth-10005)
401639	Barton Blaze (Earth-616)
401677	Carlie Colon (Earth-616)
401679	Juanito Candido (Earth-616)
401681	Melissa Maro (Earth-616)
401683	Luz Santos (Earth-616)
401684	Ripper (Earth-616)
401729	Makro (Earth-616)
401784	Yuki (Earth-616)
401845	Choocho Colon (Earth-616)
401877	Hulk (Earth-7812)
402002	Sven Claris (Earth-616)
402025	Henry Pym (Earth-200500)
402042	Lucius P. Gregory (Earth-616)
402081	Raknar (Earth-92131)
402085	Katherine Summers (Earth-92131)
402101	Jandra (Earth-92131)
402113	Conan (Earth-79213)
402116	Shamash-Shum-Unk (Earth-79213)
402119	Alhambra (Earth-79213)
402125	Megaera (Furies) (Earth-616)
402128	Tisiphone (Furies) (Earth-616)
402145	Danette (Earth-79213)
402166	Peter Parker (Earth-79213)
402169	Mary Jane Watson (Earth-79213)
402177	Magdelena Kale (Earth-616)
402230	Avia (Inhuman) (Earth-616)
402232	Avian (Inhuman) (Earth-616)
402238	Warren Worthington III (Earth-95099)
402246	Luther Benedict (Earth-616)
402288	Ella (Earth-616)
402292	Avius (Earth-616)
402303	Avram Siegel (Earth-616)
402316	Flaidermaus (Earth-616)
402317	Pinyon (Earth-616)
402328	Max Lohmer (Earth-616)
402371	Philippa Sontag (Earth-92131)
402372	Kurt Marko (Earth-92131)
402410	Simon Williams (Earth-8096)
402537	Francisco Milan (Earth-92131)
402541	Leonard Samson (Earth-92131)
402547	Michael Baer (Earth-92131)
402627	Azor (Earth-616)
402630	Azotharoth (Earth-616)
402640	Vaipala Rani (Earth-616)
402656	Bhakti Gavaskar (Earth-616)
402660	Rav Gavaskar (Earth-616)
402679	Cassie Dolan (Earth-616)
402720	Michael Pressman (Earth-616)
402724	Melinda Pressman (Earth-616)
402762	Peter Quinn (Earth-92131)
402826	Justine Chase (Earth-616)
402829	Cole Chase (Earth-616)
402904	Liu Wo-Han (Earth-616)
402928	Kylor (Earth-616)
402944	Phae-Dor (Earth-616)
402947	T'Challa (Earth-92131)
402949	Joanna Cargill (Earth-92131)
402953	Yorak (Earth-616)
402958	Tus-Katt (Earth-616)
402961	Ripan (Earth-616)
402988	Agent Anesthesia (Earth-616)
403020	Bloodyfly (Earth-93060)
403034	Brazen (Earth-93060)
403154	Carleton Briggs (Earth-93060)
403159	Tom Kwan (Earth-93060)
403174	Edward Domingo (Earth-93060)
403195	Aaron Salomon (Earth-92131)
403199	Vanessa Carlysle (Earth-92131)
403218	General Obsidian (Earth-616)
403226	Gaius Julius Hunt (Earth-93060)
403242	Jennifer Walters (Earth-8107)
403245	Jennifer Walters (Earth-534834)
403246	Jennifer Walters (Earth-135263)
403251	Jennifer Walters (Earth-TRN025)
